CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC88	null	contig9	prot88_13	1045000	1045900	+	null
CGC88	null	contig9	prot88_14	1046200	1047100	-	null
CGC88	CAZyme	contig9	prot88_15	1047400	1048300	+	GH29
CGC88	null	contig9	prot88_16	1048600	1049500	-	null
CGC88	TF	contig9	prot88_17	1049800	1050700	+	SBP_bac_1
CGC88	TF	contig9	prot88_18	1051000	1051900	-	TrmB
CGC88	null	contig9	prot88_19	1052200	1053100	+	null
CGC88	null	contig9	prot88_20	1053400	1054300	-	null
CGC88	null	contig9	prot88_21	1054600	1055500	+	null
CGC88	null	contig9	prot88_22	1055800	1056700	-	null
CGC88	null	contig9	prot88_23	1057000	1057900	+	null
CGC88	null	contig9	prot88_24	1058200	1059100	-	null
CGC88	null	contig9	prot88_25	1059400	1060300	+	null
CGC88	null	contig9	prot88_26	1060600	1061500	-	null
CGC88	null	contig9	prot88_27	1061800	1062700	+	null
CGC88	null	contig9	prot88_28	1063000	1063900	-	null
CGC88	null	contig9	prot88_29	1064200	1065100	+	null
CGC88	null	contig9	prot88_30	1065400	1066300	-	null
CGC88	TC	contig9	prot88_31	1066600	1067500	+	1.B.14
CGC88	null	contig9	prot88_32	1067800	1068700	-	null
CGC88	TF	contig9	prot88_33	1069000	1069900	+	GntR
CGC88	CAZyme	contig9	prot88_34	1070200	1071100	-	GH50
CGC88	TC	contig9	prot88_35	1071400	1072300	+	1.B.14
CGC88	null	contig9	prot88_36	1072600	1073500	-	null
CGC88	null	contig9	prot88_37	1073800	1074700	+	null
CGC88	null	contig9	prot88_38	1075000	1075900	-	null
CGC88	CAZyme	contig9	prot88_39	1076200	1077100	+	GH86
CGC88	null	contig9	prot88_40	1077400	1078300	-	null
CGC88	TC	contig9	prot88_41	1078600	1079500	+	3.A.1
CGC88	TC	contig9	prot88_42	1079800	1080700	-	3.A.1
CGC88	TC	contig9	prot88_43	1081000	1081900	+	3.A.1
CGC88	TC	contig9	prot88_44	1082200	1083100	-	3.A.1
CGC88	null	contig9	prot88_45	1083400	1084300	+	null
CGC88	TF	contig9	prot88_46	1084600	1085500	-	PfkB
CGC88	CAZyme	contig9	prot88_47	1085800	1086700	+	GH117|GH117
CGC89	TF	contig9	prot89_0	1087000	1087900	-	GntR
CGC89	CAZyme	contig9	prot89_1	1088200	1089100	+	PL7_5
CGC89	CAZyme	contig9	prot89_2	1089400	1090300	-	PL6|PL6_1
CGC89	CAZyme	contig9	prot89_3	1090600	1091500	+	PL17_2|PL17
CGC89	TF	contig9	prot89_4	1091800	1092700	-	AraC_binding
CGC89	TC	contig9	prot89_5	1093000	1093900	+	2.A.1.14.25
CGC89	null	contig9	prot89_6	1094200	1095100	-	null
CGC89	TF	contig9	prot89_7	1095400	1096300	+	PfkB
CGC89	null	contig9	prot89_8	1096600	1097500	-	null
CGC89	null	contig9	prot89_9	1097800	1098700	+	null
CGC89	null	contig9	prot89_10	1099000	1099900	-	null
CGC89	TF	contig9	prot89_11	1100200	1101100	+	SBP_bac_3
CGC89	CAZyme	contig9	prot89_12	1101400	1102300	-	PL6
CGC89	CAZyme	contig9	prot89_13	1102600	1103500	+	PL6
CGC89	null	contig9	prot89_14	1103800	1104700	-	null
CGC89	CAZyme	contig9	prot89_15	1105000	1105900	+	CBM16|CBM32|PL18
CGC90	TF	contig9	prot90_0	1106200	1107100	-	Pyr_redox_2
CGC90	CAZyme	contig9	prot90_1	1107400	1108300	+	CBM48|GH13_9
CGC90	null	contig9	prot90_2	1108600	1109500	-	null
CGC90	null	contig9	prot90_3	1109800	1110700	+	null
CGC90	CAZyme	contig9	prot90_4	1111000	1111900	-	GT5
CGC90	CAZyme	contig9	prot90_5	1112200	1113100	+	GT35
CGC90	CAZyme	contig9	prot90_6	1113400	1114300	-	GH13_39
CGC90	null	contig9	prot90_7	1114600	1115500	+	null
CGC90	null	contig9	prot90_8	1115800	1116700	-	null
CGC90	null	contig9	prot90_9	1117000	1117900	+	null
CGC91	CAZyme	contig10	prot91_0	1118200	1119100	-	GH43_29
CGC91	CAZyme	contig10	prot91_1	1119400	1120300	+	GH51_2
CGC91	CAZyme	contig10	prot91_2	1120600	1121500	-	GH43_4
CGC91	TF	contig10	prot91_3	1121800	1122700	+	HTH_AraC+HTH_AraC
CGC91	null	contig10	prot91_4	1123000	1123900	-	null
CGC91	TC	contig10	prot91_5	1124200	1125100	+	1.B.14.6.1
CGC91	null	contig10	prot91_6	1125400	1126300	-	null
CGC91	TC	contig10	prot91_7	1126600	1127500	+	1.B.14.6.1
CGC91	null	contig10	prot91_8	1127800	1128700	-	null
CGC91	CAZyme	contig10	prot91_9	1129000	1129900	+	GH43_4
CGC92	CAZyme	contig10	prot92_0	1130200	1131100	-	PL17_2|PL17
CGC92	CAZyme	contig10	prot92_1	1131400	1132300	+	PL6|PL6_1
CGC92	null	contig10	prot92_2	1132600	1133500	-	null
CGC92	TC	contig10	prot92_3	1133800	1134700	+	8.A.46
CGC92	TC	contig10	prot92_4	1135000	1135900	-	1.B.14
CGC92	null	contig10	prot92_5	1136200	1137100	+	null
CGC92	TF	contig10	prot92_6	1137400	1138300	-	GntR
CGC93	CAZyme	contig10	prot93_0	1138600	1139500	-	CE17|CBM35
CGC93	CAZyme	contig10	prot93_1	1139800	1140700	+	GH113
CGC93	CAZyme	contig10	prot93_2	1141000	1141900	-	CE2
CGC93	TF	contig10	prot93_3	1142200	1143100	+	LacI
CGC93	TF	contig10	prot93_4	1143400	1144300	-	SBP_bac_1
CGC93	TC	contig10	prot93_5	1144600	1145500	+	3.A.1.1.46
CGC93	TC	contig10	prot93_6	1145800	1146700	-	3.A.1.1.34
CGC93	CAZyme	contig10	prot93_7	1147000	1147900	+	GH130_2
CGC93	null	contig10	prot93_8	1148200	1149100	-	null
CGC93	CAZyme	contig10	prot93_9	1149400	1150300	+	GH130_1
CGC93	TC	contig10	prot93_10	1150600	1151500	-	9.B.28.1.2
CGC93	null	contig10	prot93_11	1151800	1152700	+	null
CGC93	null	contig10	prot93_12	1153000	1153900	-	null
CGC94	CAZyme	contig10	prot94_0	1154200	1155100	-	GH43_24|GH16
CGC94	CAZyme	contig10	prot94_1	1155400	1156300	+	GH16
CGC94	null	contig10	prot94_2	1156600	1157500	-	null
CGC94	null	contig10	prot94_3	1157800	1158700	+	null
CGC94	TC	contig10	prot94_4	1159000	1159900	-	1.B.14
CGC94	null	contig10	prot94_5	1160200	1161100	+	null
CGC94	TC	contig10	prot94_6	1161400	1162300	-	1.B.14
CGC94	null	contig10	prot94_7	1162600	1163500	+	null
CGC94	TF	contig10	prot94_8	1163800	1164700	-	HTH_AraC
CGC95	CAZyme	contig10	prot95_0	1165000	1165900	-	GH1
CGC95	TC	contig10	prot95_1	1166200	1167100	+	8.A.49
CGC95	null	contig10	prot95_2	1167400	1168300	-	null
CGC95	null	contig10	prot95_3	1168600	1169500	+	null
CGC95	CAZyme	contig10	prot95_4	1169800	1170700	-	CE2
CGC95	CAZyme	contig10	prot95_5	1171000	1171900	+	GH130
CGC95	CAZyme	contig10	prot95_6	1172200	1173100	-	GH130
CGC95	null	contig10	prot95_7	1173400	1174300	+	null
CGC95	TC	contig10	prot95_8	1174600	1175500	-	3.A.1
CGC95	TC	contig10	prot95_9	1175800	1176700	+	3.A.1
CGC95	TF	contig10	prot95_10	1177000	1177900	-	SBP_bac_1
CGC95	TF	contig10	prot95_11	1178200	1179100	+	LacI
CGC95	CAZyme	contig10	prot95_12	1179400	1180300	-	GH36
CGC95	null	contig10	prot95_13	1180600	1181500	+	null
CGC95	CAZyme	contig10	prot95_14	1181800	1182700	-	GH113
CGC96	null	contig10	prot96_0	1183000	1183900	-	null
CGC96	null	contig10	prot96_1	1184200	1185100	+	null
CGC96	CAZyme	contig10	prot96_2	1185400	1186300	-	CE1
CGC96	CAZyme	contig10	prot96_3	1186600	1187500	+	CE1
CGC96	null	contig10	prot96_4	1187800	1188700	-	null
CGC96	null	contig10	prot96_5	1189000	1189900	+	null
CGC96	null	contig10	prot96_6	1190200	1191100	-	null
CGC96	TC	contig10	prot96_7	1191400	1192300	+	1.B.14.6.1
CGC97	null	contig10	prot97_0	1192600	1193500	-	null
CGC97	TC	contig10	prot97_1	1193800	1194700	+	1.B.14.6.1
CGC97	null	contig10	prot97_2	1195000	1195900	-	null
CGC97	null	contig10	prot97_3	1196200	1197100	+	null
CGC97	null	contig10	prot97_4	1197400	1198300	-	null
CGC97	CAZyme	contig10	prot97_5	1198600	1199500	+	GH92
CGC97	null	contig10	prot97_6	1199800	1200700	-	null
CGC97	null	contig10	prot97_7	1201000	1201900	+	null
CGC97	null	contig10	prot97_8	1202200	1203100	-	null
CGC97	TC	contig10	prot97_9	1203400	1204300	+	9.B.14.1.10
CGC97	null	contig10	prot97_10	1204600	1205500	-	null
CGC98	CAZyme	contig10	prot98_0	1205800	1206700	-	GH92
CGC98	CAZyme	contig10	prot98_1	1207000	1207900	+	GH125
CGC98	CAZyme	contig10	prot98_2	1208200	1209100	-	GH38
CGC98	null	contig10	prot98_3	1209400	1210300	+	null
CGC98	CAZyme	contig10	prot98_4	1210600	1211500	-	GH20
CGC99	null	contig10	prot99_0	1211800	1212700	-	null
CGC99	TC	contig10	prot99_1	1213000	1213900	+	4.A.1
CGC99	null	contig10	prot99_2	1214200	1215100	-	null
CGC99	CAZyme	contig10	prot99_3	1215400	1216300	+	GH32
CGC99	TF	contig10	prot99_4	1216600	1217500	-	LacI
CGC100	CAZyme	contig10	prot100_0	1217800	1218700	-	GH146
CGC100	TC	contig10	prot100_1	1219000	1219900	+	1.B.14
CGC100	null	contig10	prot100_2	1220200	1221100	-	null
CGC100	null	contig10	prot100_3	1221400	1222300	+	null
CGC100	CAZyme	contig10	prot100_4	1222600	1223500	-	GH43_29
CGC100	CAZyme	contig10	prot100_5	1223800	1224700	+	GH121
CGC100	TC	contig10	prot100_6	1225000	1225900	-	1.B.14
CGC100	null	contig10	prot100_7	1226200	1227100	+	null
CGC100	null	contig10	prot100_8	1227400	1228300	-	null
